brand,config,drivetrain,exterior_color,interior_color,mileage,model,price,transmission,year
Jeep,Sport,4x4/4-wheel drive,Silver,Black,11245,Wrangler,30999,Automatic,2019
Jeep,Sport,4x4/4-wheel drive,Gray,Other,12416,Wrangler,,Other / Unknown,2019
Jeep,Unlimited Sahara,4x4/4-wheel drive,Green,Gray,151761,Wrangler,14991,Other / Unknown,2007
Jeep,Sahara,4x4/4-wheel drive,Silver,Black,31626,Wrangler,23499,Automatic,2015
Jeep,Sport,4x4/4-wheel drive,Silver,Black,41478,Wrangler,24500,Automatic,2017
Jeep,Sport,4x4/4-wheel drive,White,Black,27406,Wrangler,27925,Automatic,2017
Jeep,Sport,4x4/4-wheel drive,Red,Gray,119790,Wrangler,16000,Automatic,2010
Jeep,Sport,4x4/4-wheel drive,Red,Black,39020,Wrangler,24000,Automatic,2015
Jeep,Sport,4x4/4-wheel drive,Yellow,Gray,80256,Wrangler,14800,Manual,2000
Jeep,Sport,4x4/4-wheel drive,White,Gray,85100,Wrangler,16900,Automatic,2010
Jeep,Rubicon,4x4/4-wheel drive,Green,Black,53005,Wrangler,25505,Automatic,2012
Jeep,X,4x4/4-wheel drive,Black,Gray,108366,Wrangler,13998,Manual,2009
Jeep,X,4x4/4-wheel drive,Black,Gray,131876,Wrangler,12995,Automatic,2004
Jeep,Sport,4x4/4-wheel drive,Silver,Black,8395,Wrangler,25987,Manual,2016
Jeep,Sport,4x4/4-wheel drive,Gold,Black,132622,Wrangler,10500,Automatic,2003
Jeep,Freedom Edition,4x4/4-wheel drive,Other,Black,43319,Wrangler,22488,Manual,2012
Jeep,Rubicon,4x4/4-wheel drive,Blue,Other,2089,Wrangler,41915,Automatic,2018
Jeep,Sport,4x4/4-wheel drive,Black,Black,15775,Wrangler,26391,Automatic,2016
Jeep,Willys Wheeler,4x4/4-wheel drive,Beige,Black,32049,Wrangler,26711,Automatic,2017
Jeep,Unlimited Rubicon,4x4/4-wheel drive,Silver,Gray,75026,Wrangler,18995,Manual,2008
Jeep,Sahara,4x4/4-wheel drive,Gray,Black,16838,Wrangler,27491,Manual,2016
Jeep,Sport,4x4/4-wheel drive,White,Other,31558,Wrangler,24999,Automatic,2016
Jeep,Rubicon,4x4/4-wheel drive,Silver,Black,112625,Wrangler,18694,Manual,2012
Jeep,Sahara,4x4/4-wheel drive,Black,Black,15558,Wrangler,28159,Manual,2016
Jeep,Sport,4x4/4-wheel drive,White,Black,37057,Wrangler,22456,Manual,2015
Jeep,Sport,4x4/4-wheel drive,White,Black,12845,Wrangler,25795,Manual,2017
